period,pct_none_reported
1950,42.857142857142854
1955,83.33333333333334
1960,50.0
1965,46.15384615384615
1970,60.0
1975,4.545454545454546
1980,38.46153846153847
1985,43.15068493150685
1990,28.23920265780731
1995,24.408014571949
2000,15.709969788519636
2005,5.812937062937063
2010,5.230926256698138
2015,3.503950532463071
2020,1.8207614093166231
2025,1.0234798314268514
