paper_id,year,source,likert,ranking,categories,span,best_worst_scaling,direct_assessment,post_editing
2024.naacl-short.18,2024,full_text,0,1,0,1,0,0,0
2020.inlg-1.23,2020,full_text,1,0,0,0,0,0,1
2021.findings-acl.12,2021,full_text,0,0,0,0,0,0,0
2017.mtsummit-papers.12,2017,full_text,0,0,0,0,0,0,1
D18-1409,2018,full_text,0,0,1,0,0,0,0
2020.acl-main.454,2020,full_text,0,0,1,0,0,0,0
2021.naacl-main.277,2021,full_text,1,1,1,0,0,0,0
D10-1047,2010,full_text,0,0,0,0,0,0,0
2021.findings-acl.132,2021,full_text,0,0,0,0,0,0,0
2008.amta-papers.1,2008,full_text,0,0,0,0,0,0,1
2024.naacl-short.14,2024,full_text,0,1,0,0,0,0,1
W13-2809,2013,full_text,0,0,0,0,0,0,0
2012.eamt-1.33,2012,full_text,0,0,0,0,0,0,1
2021.emnlp-main.129,2021,full_text,0,1,0,0,0,0,0
2020.findings-emnlp.131,2020,full_text,0,0,0,0,1,0,0
W19-8101,2019,full_text,1,0,1,0,0,0,0
P19-1481,2019,full_text,0,0,0,0,0,0,0
2021.acl-long.250,2021,full_text,0,0,0,0,0,0,1
2024.acl-long.450,2024,full_text,0,1,0,0,0,0,0
2023.acl-long.160,2023,full_text,1,0,0,1,0,0,0
2024.acl-long.651,2024,full_text,0,0,1,1,0,0,0
2021.emnlp-main.200,2021,full_text,0,0,0,0,0,0,0
C04-1016,2004,full_text,1,0,0,0,0,0,0
2022.dialdoc-1.19,2022,full_text,1,0,1,0,0,0,0
W11-1002,2011,full_text,0,1,0,0,0,1,1
W14-4008,2014,full_text,0,0,0,0,0,0,1
2022.eamt-1.23,2022,full_text,0,0,0,1,0,0,1
W12-3155,2012,full_text,1,0,0,0,0,0,1
2024.naacl-long.291,2024,full_text,0,0,1,0,0,0,0
Y18-3002,2018,full_text,0,0,0,0,0,0,0
P15-2017,2015,full_text,0,0,0,0,0,0,0
2023.eacl-main.246,2023,full_text,0,0,0,0,0,0,0
W11-2105,2011,full_text,0,1,0,0,0,0,0
2021.eacl-main.255,2021,full_text,0,0,0,0,0,0,0
W18-6312,2018,full_text,0,1,0,0,0,1,1
W19-8670,2019,full_text,0,0,0,0,0,0,0
2023.acl-long.788,2023,full_text,1,0,0,0,0,0,0
2021.naacl-main.343,2021,full_text,1,0,0,0,0,0,0
2025.naacl-long.311,2025,full_text,1,0,0,0,0,0,0
2021.acl-short.29,2021,full_text,0,0,0,0,0,0,0
2023.eacl-main.128,2023,full_text,1,0,0,0,0,0,0
2025.naacl-long.438,2025,full_text,0,1,0,0,0,0,0
2021.acl-long.35,2021,full_text,0,1,1,0,0,0,0
W11-2602,2011,full_text,0,0,0,0,0,0,0
2023.eacl-main.62,2023,full_text,0,0,0,0,0,0,1
D18-1150,2018,full_text,0,1,0,0,0,0,0
C12-1005,2012,full_text,0,1,1,0,0,0,0
2025.emnlp-main.1018,2025,full_text,0,0,1,1,0,0,0
2025.emnlp-main.1797,2025,full_text,0,0,0,0,0,0,0
J14-4003,2014,full_text,1,1,0,0,0,0,0
2021.nodalida-main.34,2021,full_text,0,1,0,0,0,0,1
2021.acl-demo.2,2021,full_text,0,1,0,0,0,0,1
2022.emnlp-main.154,2022,full_text,0,0,0,0,0,0,0
2022.emnlp-main.15,2022,full_text,0,1,0,0,0,0,0
W19-8657,2019,full_text,1,0,1,0,0,0,0
2021.acl-long.501,2021,full_text,1,0,0,0,0,0,0
2013.mtsummit-wptp.8,2013,full_text,0,0,1,0,0,0,1
2010.amta-papers.26,2010,full_text,0,0,0,0,0,0,0
2023.inlg-main.27,2023,full_text,1,0,0,0,0,0,0
W14-0301,2014,full_text,0,0,0,0,0,0,1
P19-1080,2019,full_text,0,0,1,0,0,0,0
2022.emnlp-main.19,2022,full_text,0,1,0,0,0,0,0
E17-1050,2017,full_text,0,0,0,0,0,0,1
2022.bionlp-1.1,2022,full_text,0,0,0,0,0,0,0
2023.acl-long.143,2023,full_text,1,0,0,0,0,0,0
2021.acl-long.268,2021,full_text,0,1,0,0,0,0,0
2011.mtsummit-papers.17,2011,full_text,0,0,0,0,0,0,1
2021.acl-demo.38,2021,full_text,0,1,0,0,0,0,0
2022.naacl-main.295,2022,full_text,0,0,0,0,0,1,0
2021.eval4nlp-1.6,2021,full_text,0,0,0,0,0,0,0
N19-1317,2019,full_text,1,0,0,0,0,0,0
2020.emnlp-main.750,2020,full_text,0,0,0,0,0,0,0
2017.mtsummit-commercial.5,2017,full_text,0,0,1,0,0,0,0
C08-1145,2008,full_text,0,0,0,0,0,0,0
2020.findings-emnlp.396,2020,full_text,0,0,0,0,0,0,0
N18-1025,2018,full_text,0,0,0,0,0,0,1
C16-1292,2016,full_text,0,1,0,0,0,0,0
2020.coling-main.431,2020,full_text,0,0,1,0,0,0,0
2025.emnlp-main.903,2025,full_text,0,0,0,1,0,0,1
2022.emnlp-main.250,2022,full_text,0,0,1,0,1,0,0
2021.inlg-1.37,2021,full_text,1,1,0,0,0,0,0
2022.emnlp-main.144,2022,full_text,1,1,0,0,0,0,0
2021.acl-long.115,2021,full_text,1,0,0,0,1,0,0
D07-1077,2007,full_text,0,0,0,0,0,0,0
C12-1056,2012,full_text,0,0,0,0,0,0,0
2025.naacl-long.384,2025,full_text,0,0,1,0,0,0,0
N06-1057,2006,full_text,0,0,0,0,0,0,0
2024.acl-short.64,2024,full_text,0,0,0,0,0,1,0
2024.naacl-long.187,2024,full_text,1,0,0,0,0,0,0
2021.acl-long.339,2021,full_text,1,0,0,0,0,0,0
1983.tc-1.23,1983,full_text,0,0,0,0,0,0,1
2024.inlg-main.16,2024,full_text,0,0,1,0,0,0,0
2024.naacl-long.485,2024,full_text,1,1,0,0,0,0,0
2021.emnlp-main.530,2021,full_text,0,0,0,0,0,0,0
2020.eamt-1.17,2020,full_text,0,0,1,1,0,0,1
D19-1501,2019,full_text,0,0,0,0,0,0,0
2021.findings-acl.248,2021,full_text,0,0,0,0,0,0,0
P16-1094,2016,full_text,0,0,0,0,0,0,0
2022.emnlp-main.521,2022,full_text,0,0,0,0,0,0,0
N09-2055,2009,full_text,0,0,0,0,0,0,1
W19-5212,2019,full_text,0,0,0,0,0,0,1
N07-1007,2007,full_text,0,0,0,0,0,0,0
2020.coling-main.350,2020,full_text,0,0,0,0,0,1,0
2009.mtsummit-posters.19,2009,full_text,1,0,0,0,0,0,0
2022.naacl-main.415,2022,full_text,1,0,1,1,1,0,0
2021.wmt-1.56,2021,full_text,1,1,0,1,0,1,0
2021.findings-acl.455,2021,full_text,0,0,0,0,0,0,1
2021.emnlp-main.173,2021,full_text,0,0,0,0,0,0,0
2020.emnlp-main.419,2020,full_text,0,1,0,0,0,0,0
P16-1159,2016,full_text,0,0,0,0,0,0,0
D10-1015,2010,full_text,0,1,0,0,0,0,0
2022.emnlp-main.549,2022,full_text,0,0,0,0,0,0,1
2020.emnlp-main.697,2020,full_text,0,0,0,0,0,0,0
W13-4703,2013,full_text,0,0,0,0,0,0,1
2022.naacl-main.245,2022,full_text,0,1,0,0,0,0,0
2020.lrec-1.198,2020,full_text,0,1,0,0,0,0,0
2022.eamt-1.27,2022,full_text,0,0,0,0,0,0,0
2021.findings-acl.107,2021,full_text,0,0,0,0,0,0,0
I05-5003,2005,full_text,0,0,0,0,0,0,0
W13-2901,2013,full_text,1,0,0,0,0,0,0
P11-4010,2011,full_text,0,0,0,1,0,0,1
2025.emnlp-main.715,2025,full_text,0,0,0,0,0,0,0
C10-1065,2010,full_text,0,0,0,0,0,0,0
W17-3526,2017,full_text,1,0,0,0,0,0,0
W15-3026,2015,full_text,0,0,0,0,0,0,1
2025.emnlp-main.606,2025,full_text,1,1,0,1,0,0,0
2022.findings-acl.104,2022,full_text,0,0,0,0,0,0,0
2023.emnlp-main.53,2023,full_text,0,0,0,0,0,0,0
2020.emnlp-main.89,2020,full_text,0,0,0,0,0,0,0
2022.emnlp-main.721,2022,full_text,0,0,1,0,0,0,0
W14-3353,2014,full_text,0,1,0,0,0,0,0
W08-0127,2008,full_text,1,0,0,0,0,0,0
W11-2111,2011,full_text,0,1,0,0,0,0,1
W10-0717,2010,full_text,0,0,0,0,0,0,0
2020.acl-main.556,2020,full_text,1,0,0,0,0,0,0
2025.acl-long.500,2025,full_text,1,0,1,0,0,0,0
2023.eacl-main.173,2023,full_text,1,0,0,0,0,0,0
N15-1020,2015,full_text,1,1,0,0,0,0,0
L16-1004,2016,full_text,0,1,0,0,0,0,1
2023.ijcnlp-main.13,2023,full_text,1,0,0,0,0,0,0
W11-2102,2011,full_text,0,1,0,0,0,0,0
2023.emnlp-main.712,2023,full_text,1,0,1,1,0,0,1
W18-6504,2018,full_text,1,0,1,0,0,0,0
D19-5617,2019,full_text,0,1,0,0,0,0,1
P12-2008,2012,full_text,0,0,0,0,0,0,0
2007.mtsummit-papers.1,2007,full_text,0,0,0,0,0,0,1
2003.mtsummit-papers.41,2003,full_text,0,0,1,0,0,0,0
2022.tacl-1.84,2022,full_text,1,0,1,0,0,0,0
2020.eamt-1.24,2020,full_text,0,0,0,1,0,0,1
P08-1059,2008,full_text,0,0,0,0,0,0,0
2025.naacl-short.35,2025,full_text,0,0,0,0,0,0,0
C10-2122,2010,full_text,1,0,0,0,0,0,0
2023.acl-long.561,2023,full_text,1,0,1,0,0,0,0
N18-3012,2018,full_text,1,0,1,0,0,0,0
2021.emnlp-main.420,2021,full_text,0,0,1,0,0,0,0
2020.iwslt-1.34,2020,full_text,0,0,0,0,0,0,0
2023.acl-long.435,2023,full_text,0,0,0,0,0,0,1
W16-3406,2016,full_text,0,0,0,0,0,0,1
2023.acl-long.262,2023,full_text,0,1,0,1,0,0,0
2024.emnlp-main.891,2024,full_text,0,0,1,0,0,0,0
2022.tacl-1.3,2022,full_text,1,0,0,0,0,0,0
2011.mtsummit-wpt.4,2011,full_text,0,0,0,0,0,0,1
2022.inlg-main.23,2022,full_text,0,0,0,0,0,0,0
2025.naacl-long.463,2025,full_text,1,0,0,0,0,0,0
P19-1482,2019,full_text,0,0,0,0,0,0,0
D19-1318,2019,full_text,0,0,0,0,0,0,1
2020.findings-emnlp.215,2020,full_text,1,0,0,1,0,0,0
2025.naacl-long.499,2025,full_text,1,1,0,0,0,0,0
W15-2402,2015,full_text,1,1,0,0,0,0,1
W16-3401,2016,full_text,0,0,0,0,0,0,1
W16-6621,2016,full_text,0,0,0,0,0,0,0
2021.mmtlrl-1.2,2021,full_text,0,0,0,0,0,0,0
2021.conll-1.25,2021,full_text,0,0,0,1,0,0,0
W12-3101,2012,full_text,0,1,0,0,0,0,0
2022.findings-acl.261,2022,full_text,0,1,0,0,0,0,0
2021.naacl-main.111,2021,full_text,1,1,0,0,0,0,0
2023.acl-long.619,2023,full_text,0,0,0,0,0,0,0
2020.emnlp-main.337,2020,full_text,0,0,1,0,1,0,0
2020.emnlp-main.61,2020,full_text,0,0,0,0,0,0,0
2024.emnlp-main.1118,2024,full_text,0,0,1,0,0,0,0
W19-5414,2019,full_text,0,0,0,0,0,0,1
W09-0403,2009,full_text,0,0,0,0,0,0,1
2011.eamt-1.36,2011,full_text,0,1,0,0,0,0,0
2024.eacl-short.31,2024,full_text,0,0,0,0,0,0,0
2020.loresmt-1.15,2020,full_text,0,1,0,0,0,0,0
W07-0719,2007,full_text,0,0,0,0,0,0,0
2023.acl-long.306,2023,full_text,1,0,0,0,0,0,0
2024.emnlp-main.838,2024,full_text,1,1,0,0,0,0,0
2022.bionlp-1.22,2022,full_text,0,0,0,0,0,0,0
2020.eamt-1.29,2020,full_text,0,0,0,0,0,0,1
2021.triton-1.22,2021,full_text,0,0,0,1,0,0,1
2008.amta-papers.17,2008,full_text,0,0,0,0,0,0,0
2021.acl-long.446,2021,full_text,0,0,1,0,0,0,1
D19-5821,2019,full_text,0,0,0,0,0,0,0
P15-2024,2015,full_text,1,0,0,0,0,0,0
2024.emnlp-main.1075,2024,full_text,0,1,0,0,0,0,0
2024.emnlp-main.1175,2024,full_text,0,0,0,0,0,0,0
W16-2379,2016,full_text,0,0,0,0,0,0,1
2023.emnlp-main.342,2023,full_text,0,0,0,0,0,0,0
P17-1155,2017,full_text,0,0,0,0,0,0,0
P16-1188,2016,full_text,1,0,0,0,0,0,0
2012.iwslt-papers.12,2012,full_text,0,0,0,0,0,0,1
N16-1001,2016,full_text,1,0,0,0,0,0,0
2022.acl-long.186,2022,full_text,0,0,1,0,0,0,0
2020.coling-main.492,2020,full_text,0,1,0,0,0,0,0
2025.ijcnlp-srw.22,2025,full_text,1,0,1,0,0,0,0
I17-1080,2017,full_text,1,0,0,0,0,0,0
2025.ijcnlp-long.157,2025,full_text,0,0,0,1,0,0,0
W19-6709,2019,full_text,0,0,0,0,0,0,1
D19-1509,2019,full_text,1,1,0,0,0,0,0
2014.eamt-1.38,2014,full_text,0,1,1,1,0,0,0
2021.emnlp-main.351,2021,full_text,1,0,0,0,0,0,0
P19-1207,2019,full_text,1,0,0,0,0,0,0
2023.tacl-1.53,2023,full_text,0,1,0,0,0,0,1
2025.naacl-long.272,2025,full_text,0,0,0,0,0,0,0
W11-2127,2011,full_text,0,0,1,0,0,0,0
W19-6711,2019,full_text,0,0,0,0,0,0,1
I17-1082,2017,full_text,0,0,0,0,0,0,0
P15-2087,2015,full_text,0,0,0,0,0,0,1
2025.acl-long.95,2025,full_text,1,1,0,0,0,0,0
W14-4005,2014,full_text,0,1,0,0,0,0,1
2021.emnlp-main.570,2021,full_text,1,0,1,0,0,0,0
W12-0117,2012,full_text,1,0,0,0,0,0,0
2022.acl-long.86,2022,full_text,0,0,0,0,1,0,0
2023.emnlp-main.270,2023,full_text,1,0,0,0,0,0,1
W19-6736,2019,full_text,0,0,0,0,0,0,1
W15-4705,2015,full_text,0,0,0,0,0,0,0
2024.naacl-long.333,2024,full_text,0,1,0,0,0,0,0
C10-2043,2010,full_text,0,0,0,0,0,0,1
2021.emnlp-main.799,2021,full_text,1,1,0,0,0,0,1
2020.lrec-1.471,2020,full_text,0,0,0,0,0,0,0
2020.wmt-1.113,2020,full_text,0,0,1,1,0,1,1
D19-1116,2019,full_text,0,1,0,0,0,0,0
2010.amta-government.1,2010,full_text,0,0,0,1,0,0,1
2022.emnlp-main.62,2022,full_text,1,0,0,0,0,0,0
2022.findings-acl.228,2022,full_text,0,0,0,0,0,0,0
2012.amta-papers.28,2012,full_text,0,0,0,0,0,0,0
D19-5409,2019,full_text,0,0,1,0,0,0,0
P12-1107,2012,full_text,1,1,0,0,0,0,0
2021.gem-1.16,2021,full_text,1,0,0,0,0,0,0
2025.naacl-long.366,2025,full_text,0,0,0,1,0,0,0
W11-4626,2011,full_text,0,0,0,0,0,0,0
2020.findings-emnlp.403,2020,full_text,0,1,0,0,0,0,0
2020.findings-emnlp.345,2020,full_text,0,0,0,0,0,1,0
2021.ranlp-1.74,2021,full_text,0,0,0,0,0,0,0
2023.emnlp-main.673,2023,full_text,0,0,0,0,0,0,0
2024.emnlp-main.432,2024,full_text,1,0,0,0,0,0,0
I17-2047,2017,full_text,0,1,0,0,0,0,0
2021.wat-1.27,2021,full_text,0,0,0,0,0,0,0
2021.nodalida-main.35,2021,full_text,0,0,0,0,0,1,0
2023.emnlp-main.771,2023,full_text,0,0,0,0,0,0,0
W13-2816,2013,full_text,0,0,0,1,0,0,1
D18-1428,2018,full_text,0,0,0,0,0,0,0
2021.conll-1.26,2021,full_text,0,0,0,0,0,0,0
2023.emnlp-main.830,2023,full_text,0,0,1,0,0,0,0
2021.dialdoc-1.11,2021,full_text,0,0,0,0,0,0,0
2011.mtsummit-papers.13,2011,full_text,0,0,0,0,0,0,1
2024.emnlp-main.1073,2024,full_text,0,1,0,0,0,0,0
2023.acl-long.713,2023,full_text,0,0,0,0,0,0,0
N19-1234,2019,full_text,1,0,0,0,0,0,0
N06-1003,2006,full_text,0,0,0,0,0,0,0
2014.eamt-1.40,2014,full_text,1,0,0,0,0,0,1
2020.acl-main.9,2020,full_text,0,0,0,0,0,0,0
D19-1388,2019,full_text,0,0,0,0,0,0,0
2021.findings-acl.299,2021,full_text,0,0,0,0,0,0,0
L16-1635,2016,full_text,1,0,0,0,0,0,1
W19-6702,2019,full_text,0,0,0,0,0,0,1
2022.naacl-main.94,2022,full_text,1,0,0,0,0,0,0
P16-1222,2016,full_text,0,0,0,0,0,0,0
2022.emnlp-main.303,2022,full_text,0,0,0,0,0,0,0
Y18-1071,2018,full_text,0,1,1,0,0,0,0
W19-8610,2019,full_text,1,0,0,0,1,0,0
2023.emnlp-main.133,2023,full_text,0,0,0,0,0,0,1
2022.naacl-main.2,2022,full_text,0,1,0,0,0,0,0
2010.eamt-1.23,2010,full_text,0,0,0,0,0,0,1
2008.amta-govandcom.8,2008,full_text,0,0,0,0,0,0,1
2007.mtsummit-papers.5,2007,full_text,0,0,0,0,0,0,1
W14-3350,2014,full_text,0,1,0,0,0,0,0
2024.naacl-long.358,2024,full_text,0,0,1,1,0,0,1
2013.mtsummit-wptp.4,2013,full_text,0,1,0,0,0,0,1
2023.acl-long.684,2023,full_text,1,0,0,0,0,0,0
W12-0111,2012,full_text,0,1,0,0,0,0,1
D19-5411,2019,full_text,0,0,0,0,0,0,1
2012.eamt-1.56,2012,full_text,0,1,0,0,0,0,0
2024.tacl-1.8,2024,full_text,0,0,0,0,0,0,1
2010.eamt-1.19,2010,full_text,0,0,1,0,0,0,1
W18-6454,2018,full_text,0,0,1,0,0,1,0
2021.acl-short.7,2021,full_text,1,0,0,0,0,0,0
2023.acl-long.844,2023,full_text,0,0,0,0,0,0,1
2020.emnlp-main.297,2020,full_text,0,1,1,0,0,0,0
2024.acl-long.688,2024,full_text,0,0,1,0,0,0,0
2021.acl-long.498,2021,full_text,0,0,1,0,0,0,0
2012.amta-wptp.3,2012,full_text,0,0,1,0,0,0,1
2024.tacl-1.71,2024,full_text,1,1,0,1,0,0,0
2022.inlg-main.4,2022,full_text,0,0,0,0,0,0,0
2021.ranlp-1.92,2021,full_text,0,0,0,0,0,0,0
2022.findings-acl.296,2022,full_text,1,0,0,0,0,0,0
D12-1097,2012,full_text,0,0,0,0,0,0,1
2021.naacl-main.383,2021,full_text,0,0,1,0,0,0,0
2025.naacl-long.542,2025,full_text,1,0,0,0,0,0,1
W19-8628,2019,full_text,0,0,0,0,0,0,0
2025.inlg-main.16,2025,full_text,0,1,0,0,0,0,0
2025.naacl-long.564,2025,full_text,1,0,0,0,0,0,0
D19-5213,2019,full_text,0,0,0,0,0,0,0
2023.ijcnlp-main.9,2023,full_text,1,0,0,0,0,0,0
2023.inlg-main.30,2023,full_text,1,0,0,0,0,0,0
W14-0311,2014,full_text,0,0,0,0,0,0,1
P19-1116,2019,full_text,0,0,0,0,0,0,0
W17-4608,2017,full_text,0,0,0,1,0,0,1
2024.acl-long.459,2024,full_text,0,0,0,1,0,0,0
2024.acl-long.404,2024,full_text,1,0,0,0,0,0,0
2009.mtsummit-plenaries.1,2009,full_text,0,0,0,0,0,0,1
2022.naacl-main.95,2022,full_text,0,0,0,0,0,0,0
P17-1123,2017,full_text,0,0,1,0,0,0,0
C18-1039,2018,full_text,1,0,0,0,0,0,0
2020.acl-main.52,2020,full_text,1,0,0,0,0,0,0
D19-1247,2019,full_text,0,0,0,0,0,0,0
2021.newsum-1.4,2021,full_text,0,0,0,0,0,0,0
2021.humeval-1.11,2021,full_text,0,1,0,0,0,1,0
W16-3413,2016,full_text,0,0,0,0,0,0,1
D18-1087,2018,full_text,0,1,0,0,0,0,0
2007.mtsummit-papers.40,2007,full_text,0,0,0,0,0,0,1
P11-2027,2011,full_text,0,1,0,0,0,0,0
2020.loresmt-1.10,2020,full_text,0,0,0,0,0,0,0
2009.mtsummit-posters.13,2009,full_text,0,0,0,0,0,0,0
2023.acl-long.650,2023,full_text,1,0,1,1,0,0,0
2012.eamt-1.36,2012,full_text,0,0,0,0,0,0,1
2022.findings-acl.149,2022,full_text,0,1,0,0,0,0,0
2022.acl-long.115,2022,full_text,0,0,0,0,0,0,1
P14-2125,2014,full_text,0,1,0,0,0,0,0
2023.acl-long.434,2023,full_text,0,0,0,0,0,0,1
2020.sigdial-1.2,2020,full_text,1,0,0,0,0,0,0
2020.acl-main.453,2020,full_text,0,0,0,0,0,0,0
2012.amta-commercial.6,2012,full_text,0,0,0,0,0,0,1
P10-1088,2010,full_text,0,0,0,0,0,0,0
2005.tc-1.13,2005,full_text,0,0,0,0,0,0,1
2020.wmt-1.39,2020,full_text,0,0,0,0,0,0,0
2011.mtsummit-papers.58,2011,full_text,0,0,0,0,0,0,1
2014.amta-wptp.1,2014,full_text,0,0,1,1,0,0,1
2010.jec-1.6,2010,full_text,0,0,1,0,0,0,1
2021.eacl-main.34,2021,full_text,0,0,0,0,0,0,0
2022.dlg4nlp-1.1,2022,full_text,0,1,0,0,0,0,0
U13-1004,2013,full_text,1,0,1,0,0,0,0
P11-2028,2011,full_text,0,0,0,0,0,0,0
W18-3931,2018,full_text,1,0,0,0,0,0,1
2021.humeval-1.1,2021,full_text,1,0,1,0,0,0,0
2022.emnlp-main.655,2022,full_text,1,0,0,0,0,0,0
2022.emnlp-main.602,2022,full_text,0,1,1,0,0,0,0
2023.emnlp-main.764,2023,full_text,0,0,0,0,0,0,1
W19-4601,2019,full_text,0,0,0,0,0,0,1
2021.acl-long.3,2021,full_text,1,0,0,0,0,0,0
2022.naacl-main.136,2022,full_text,0,0,0,0,0,0,0
2022.emnlp-main.158,2022,full_text,0,0,0,0,0,0,0
2020.emnlp-main.281,2020,full_text,0,0,0,0,0,0,0
2023.emnlp-main.424,2023,full_text,1,1,0,0,0,0,0
2021.mtsummit-research.18,2021,full_text,0,0,0,1,0,0,1
Q15-1041,2015,full_text,0,0,1,0,0,0,0
2014.amta-wptp.8,2014,full_text,1,0,0,0,0,0,1
P13-1059,2013,full_text,0,0,0,0,0,0,1
2022.emnlp-main.767,2022,full_text,0,0,0,0,0,1,1
2021.eacl-main.44,2021,full_text,0,0,0,0,0,0,0
P19-1292,2019,full_text,0,0,0,0,0,0,1
2024.emnlp-main.710,2024,full_text,1,0,0,0,0,0,0
2023.inlg-main.13,2023,full_text,0,0,1,1,0,0,0
2021.acl-srw.30,2021,full_text,1,0,0,0,0,0,0
2021.eacl-main.124,2021,full_text,1,0,0,0,0,0,0
J13-2003,2013,full_text,0,0,1,0,0,0,0
2023.ijcnlp-main.4,2023,full_text,1,0,0,0,0,0,0
1998.tc-1.4,1998,full_text,0,0,0,0,0,0,1
P19-1289,2019,full_text,0,0,0,0,0,0,0
P18-1016,2018,full_text,1,0,0,0,0,0,0
2024.emnlp-main.911,2024,full_text,1,1,1,0,0,0,0
2023.acl-long.476,2023,full_text,1,0,0,0,0,0,0
2023.acl-long.463,2023,full_text,1,0,0,0,0,0,0
2014.amta-wptp.11,2014,full_text,0,0,0,0,0,0,1
2010.amta-papers.16,2010,full_text,0,0,0,0,0,0,0
2021.naacl-main.275,2021,full_text,0,0,0,0,0,0,0
W19-6125,2019,full_text,0,0,0,0,0,0,1
2021.naacl-main.37,2021,full_text,0,0,0,0,0,0,1
2025.emnlp-main.387,2025,full_text,0,0,1,0,0,0,0
2025.naacl-long.426,2025,full_text,1,0,0,0,0,0,0
2023.acl-long.624,2023,full_text,0,0,0,0,0,0,0
P19-1182,2019,full_text,0,1,0,0,0,0,0
2021.naacl-main.340,2021,full_text,0,1,1,0,0,0,0
2024.emnlp-main.437,2024,full_text,0,1,0,0,0,0,0
2025.naacl-long.513,2025,full_text,1,0,0,0,0,0,0
2023.acl-long.593,2023,full_text,0,1,0,0,0,0,0
2022.findings-acl.119,2022,full_text,0,0,0,0,0,0,0
2021.emnlp-main.348,2021,full_text,0,0,1,0,0,0,0
2023.inlg-main.1,2023,full_text,0,0,0,0,0,0,0
P16-1056,2016,full_text,0,1,0,0,0,0,0
2003.mtsummit-papers.25,2003,full_text,1,0,0,0,0,0,1
2023.acl-long.70,2023,full_text,0,0,0,0,0,0,0
2017.mtsummit-papers.18,2017,full_text,0,1,0,0,0,0,0
W18-2108,2018,full_text,0,0,0,0,0,0,1
2012.amta-wptp.5,2012,full_text,0,0,0,0,0,0,1
2022.aacl-main.27,2022,full_text,1,0,0,0,0,0,0
L18-1602,2018,full_text,1,0,0,0,0,1,0
P17-1117,2017,full_text,0,0,0,0,0,0,0
2023.acl-long.269,2023,full_text,1,0,0,0,0,0,0
C12-1032,2012,full_text,1,0,1,0,0,0,0
2009.eamt-1.30,2009,full_text,0,0,1,0,0,0,0
2021.findings-acl.427,2021,full_text,0,0,0,0,0,0,0
N07-1021,2007,full_text,0,0,0,0,0,0,0
2021.eacl-main.25,2021,full_text,0,0,0,0,0,0,0
W13-2215,2013,full_text,0,1,0,0,0,0,1
2011.mtsummit-papers.24,2011,full_text,0,0,0,0,0,0,1
2022.tacl-1.40,2022,full_text,1,0,0,0,1,0,0
J02-4003,2002,full_text,0,0,0,0,0,0,0
P19-1539,2019,full_text,1,0,0,0,0,0,0
2025.acl-long.1015,2025,full_text,0,1,1,0,0,0,0
2024.emnlp-main.1120,2024,full_text,0,0,0,0,0,0,0
2014.amta-wptp.10,2014,full_text,0,0,0,0,0,0,1
2021.findings-acl.253,2021,full_text,0,0,0,0,0,0,0
2022.acl-long.589,2022,full_text,0,0,0,0,0,0,0
2025.acl-long.836,2025,full_text,0,0,1,0,0,0,0
2013.mtsummit-posters.5,2013,full_text,1,1,0,0,0,0,1
2020.findings-emnlp.19,2020,full_text,0,0,0,0,0,0,0
W13-0113,2013,full_text,0,0,0,0,0,0,0
L16-1357,2016,full_text,0,0,0,1,0,0,1
2023.emnlp-main.739,2023,full_text,1,0,0,0,0,0,0
2022.naacl-main.128,2022,full_text,0,1,0,0,0,0,0
P12-1101,2012,full_text,0,1,0,0,0,0,0
W18-6471,2018,full_text,0,0,0,0,0,0,1
P13-3025,2013,full_text,0,0,0,0,0,0,1
2020.coling-main.533,2020,full_text,0,0,0,0,0,0,1
W13-3305,2013,full_text,0,0,0,0,0,0,0
D19-1389,2019,full_text,0,1,0,0,0,0,0
2021.acl-long.469,2021,full_text,0,0,1,1,0,0,0
D19-1390,2019,full_text,0,0,0,0,0,0,1
W19-6735,2019,full_text,0,0,0,1,0,0,0
2021.emnlp-main.699,2021,full_text,0,0,0,0,0,0,0
2014.amta-researchers.12,2014,full_text,0,0,0,0,0,0,1
2025.inlg-main.24,2025,full_text,0,0,0,0,0,0,0
W12-3122,2012,full_text,1,0,0,0,0,0,1
2020.tacl-1.18,2020,full_text,0,1,0,0,1,0,0
R15-1079,2015,full_text,0,0,0,0,0,0,0
P14-1115,2014,full_text,1,0,0,0,0,0,0
W09-3910,2009,full_text,0,0,0,0,0,0,0
2025.inlg-main.18,2025,full_text,1,0,0,0,0,0,0
2025.emnlp-main.596,2025,full_text,1,0,0,0,0,0,0
W19-6728,2019,full_text,0,0,0,0,0,0,1
Q14-1007,2014,full_text,0,0,0,0,0,0,0
P18-1238,2018,full_text,0,0,1,0,0,0,0
2010.amta-commercial.9,2010,full_text,0,0,0,0,0,0,0
W13-2305,2013,full_text,1,0,0,0,0,0,0
2016.lilt-13.3,2016,full_text,0,0,0,0,0,0,0
2021.emnlp-main.553,2021,full_text,0,0,0,0,0,0,0
D15-1042,2015,full_text,1,0,0,0,0,0,0
2020.inlg-1.10,2020,full_text,0,0,0,0,0,0,0
D14-1073,2014,full_text,1,0,0,0,0,0,0
N19-1170,2019,full_text,1,1,0,0,0,0,0
2020.emnlp-main.698,2020,full_text,1,0,0,0,0,0,0
2020.emnlp-main.326,2020,full_text,1,1,1,0,0,0,0
Q13-1014,2013,full_text,1,1,0,0,0,0,0
2021.naacl-main.112,2021,full_text,0,0,0,0,0,0,0
